pre_mtype,post_mtype,gsyn,gsynSD,nrrp,dtc,dtcSD,u,uSD,d,dSD,f,fSD,gsynSRSF,uHillCoefficient,synapse_type,nrrpSD,spinevol,spinevolSD,u_gsyn_r,gsyn_nrrp_r,spinevol_nrrp_r,spinevol_gsyn_r,gsynDist,nrrpDist,uDist,dDist,fDist,spinevolDist
L6_UPC,L2_IPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L2_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L2_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L3_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L3_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L4_SSC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L4_TPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L4_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L5_TPC:A,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L5_TPC:B,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L5_TPC:C,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L5_UPC,0.68,0.44,1.5,1.74,0.18,0.5,0.02,671.0,17.0,17.0,5.0,0.7,2.79,E2,1.5,0.0625961785880467,0.04050340967461845,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_BPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.043265005788796974,0.033139153370142366,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_HPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.043265005788796974,0.033139153370142366,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_IPC,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.043265005788796974,0.033139153370142366,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_TPC:A,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.043265005788796974,0.033139153370142366,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_TPC:C,0.47,0.36,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_diff,1.0,0.043265005788796974,0.033139153370142366,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
L6_UPC,L6_UPC,0.78,0.23,1.0,1.74,0.18,0.23,0.06,420.0,340.0,200.0,130.0,0.7,2.79,E2_L6PC_same,1.0,0.0718014989686418,0.021172236875368733,0.9,0.9,0.92,0.88,gamma,poisson,beta,gamma,gamma,gamma
